Object Identifier,c_This_is_a,c_Test_Precondition,c_Test_Procedure,c_Test_Postcondition,c_Test_Expected_Results,c_Comment_Test_Run,c_Observed_Result,c_Release,c_Result_Test_Run,c_Maturity,c_Review_Comment,c_Regression_Test,c_Priority,c_Problem_Report
TS_CAN_352,test_case,"1. Flash Module with a valid Application and calibration, usig DPS Tool

2. PTM Battery Voltage 
16V > Battery Voltage >9V

3. Calibration Parameter  Rte_SUM_ERRH_SUM_ERRH_C_DTC_DTC_0xC42200_Prm = TRUE

4. MEC = 0 

Use ultratool or debugger to monitor the following variables, Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf

Rte_CanWrapper_RPort_RCIP_ExtRrClsrRelReqAuth_FsFA_FsFA_Buf
","1. Start RBS simulation.

2. Send NM frame activating a PN in which PTM participates

3. Set the Ignition Switch to RUN

4.Make invalid the signal 
SrlDat2_Prtctd_PDU 
changuing the value of the continuous operation (ARC, Checksum) 
 
5. Wait 5 sec 

6. Send Request “Report DTC by Status Mask” (0x19 0x02 0x09) command 

7. Read Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf

8. Read 
Rte_CanWrapper_RPort_RCIP_ExtRrClsrRelReqAuth_FsFA_FsFA_Buf


", ,"
6. DTC_U042200 is set 

7. Variable is set to default value Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf is euqual to 0 

8. Rte_CanWrapper_RPort_RCIP_ExtRrClsrRelReqAuth_FsFA_FsFA_Buf is equal to 1 ","RO1169133
","6. DTC_U042200 is set 

7.  Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf is euqual to 0 

8. Rte_CanWrapper_RPort_RCIP_ExtRrClsrRelReqAuth_FsFA_FsFA_Buf is equal to 1 
",160.1,passed,project_accepted,,,,
TS_CAN_353,test_case,"1. Flash Module with a valid Application and calibration

2. PTM Battery Voltage should be 
16V > Battery Voltage >9V



Use ultratool or debugger to monitor the following variables:

Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf

Rte_Swc_FlightRecorder_R_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf
","1. Start RBS simulation.

2. Set the Ignition Switch to RUN

3. Send NM frame activating a PN in which message SrlDat2_Prtctd_PDU participates

4. In CANoe Node Panel Set the value of signal SrlDat2_Prtctd_PDU: RCIP_PwrRrClsrMtnCmdAuth = Start Motion (0x02) 

5. Wait for 5 secs 

6. Stop Sending CAN signal SrlDat2_Prtctd_PDU ($27A) 

7. Wait for sometime (e.g 60 sec) till the fault active, send Request “Report DTC by Status Mask” (0x19 0x02 0x09) command 

8. Read Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf

9. Read Rte_Swc_FlightRecorder_R_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf
10. Read Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf
",N/A ,"4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x02) Start Motion

and

Rte_Swc_FlightRecorder_R_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x02) Start Motion

and

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 0

7. Check fault status 
DTC_U014000 is set 

8.
Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x02) Start Motion

9. Rte_Swc_FlightRecorder_R_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x00) No action
10. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 1
","Evidence located in Jira UGL-7917

Evidence located in Jira UGL-8545 (164R3.4)","4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x02) Start Motion

/

Rte_Swc_FlightRecorder_R_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x02) Start Motion

/

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 0

7. DTC_U014000 is set 

8.
Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x02) Start Motion

9. Rte_Swc_FlightRecorder_R_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x00) No action
10. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 1
","160.1
168
164R3.4",passed,project_accepted,"[2023-03-02 13:38:39] - uie85832 (Vera Almanza, OSCAR IVAN): 
Allan M., Daniel S., Alejandro V.:
OK
ALL_ACTIONS_DONE",,,
TS_CAN_389,test_case,"1. Flash Module with a valid Application and calibration

2. PTM Battery Voltage should be 
16V > Battery Voltage >9V



Use ultratool or debugger to monitor the following variables:

Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf

Rte_Swc_FlightRecorder_R_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf
","1. Start RBS simulation.

2. Set the Ignition Switch to RUN

3. Send NM frame activating a PN in which message SysPwrMode_Prtctd_PDU participates

4. In CANoe Node Panel Set the value of signal SrlDat2_Prtctd_PDU: RCIP_PwrRrClsrMtnCmdAuth = Start Motion (0x02)  

5. Wait for 5 secs 

6.  Stop sending message SysPwrMode_Prtctd_PDU (0x36E) 

7. Wait for sometime (e.g 60 sec) till the fault active, send Request “Report DTC by Status Mask” (0x19 0x02 0x09) command 

8. Read Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf

9. Read Rte_Swc_FlightRecorder_R_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf
10. Read Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf",N/A,"4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x02) Start Motion

and

Rte_Swc_FlightRecorder_R_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x02) Start Motion

and

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 0

7. Check fault status 
DTC_U014000 is set 

8.
Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x02) Start Motion

9. Rte_Swc_FlightRecorder_R_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x00) No action
10. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 1
","Evidence located in Jira UGL-7917

Evidence located in Jira UGL-8545 (164R3.4)","4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x02) Start Motion

/

Rte_Swc_FlightRecorder_R_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x02) Start Motion

/

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 0

7. DTC_U014000 is set 

8.
Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x02) Start Motion

9. Rte_Swc_FlightRecorder_R_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf = (0x00) No action
10. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 1
","168
164R3.4",passed,project_accepted,"[2023-03-02 13:40:10] - uie85832 (Vera Almanza, OSCAR IVAN): 
ALL_ACTIONS_DONE

[2023-03-02 13:38:49] - uie85832 (Vera Almanza, OSCAR IVAN): 
Allan M., Daniel S., Alejandro V.:
OK

",FALSE,,
TS_CAN_338,heading, , , ," 
",N/A,,N/A,N/A,N/A,,,,
TS_CAN_354,test_case,"Debugger is connected.
Put a breakpoint at the end of  Rte_Start().
Add watch for  Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf


","1. Wakeup PTM.

2. Once program execution is stopped, because the breakpoint is hit, read the value of Add watch for  Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf


", ,"2. Variable is set to default value Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf
 is equal to 1","RO1169133
","2. Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf
 is equal to 1
",160.1,passed,project_accepted,,,,
TS_CAN_355,test_case,"Debugger is connected.
Add watch for Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf
","1. Disable the MSJ SrlDat2_Prtctd_PDU

2. Reset PTM.

3. Wait 2 sec and pause the debug session

4. Read the value 
of Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf in the watch window.

5. Read the value of Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf
", ,"4. Variable is set to default value Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf
is equal to 1
5. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 1
","RO1169133
","4. Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf
is equal to 1
5. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 1
",160.1,passed,project_accepted,,,,
TS_CAN_356,test_case,"Use ultratool or debugger to monitor the following variable,
Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf

","1. Start RBS simulation.

2. Send NM frame activating a PN in which si_RCIP_ExtRrClsrRelReqAuthparticipates

3. Stop sending the PN where the  si_RCIP_ExtRrClsrRelReqAuthparticipe

4. Read Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf in watch window.

5. Read Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf", ,"4. Variable is set to default value Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf
 is equal to 1

5. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 0 
","RO1169133
","4.  Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf
 is equal to 1

5. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 0 
",160.1,passed,project_accepted,,,,
TS_CAN_357,test_case,"Use ultratool or debugger to monitor the following variable,

Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf
PTM is sleep.

","1. Wake up with PN activation using RBS, without sending the si_RCIP_ExtRrClsrRelReqAuth signal.

2. Wait 1 sec (more than 2.5 times the period of the signal)

3. Read Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf
 in watch window.

4. Read Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf


", ,"3. Variable is set to default value Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf is equal to 1

4. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 2

","RO1169133
","3. Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf is equal to 1

4. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 2
",160.1,passed,project_accepted,,,,
TS_CAN_358,test_case,"1. Flash Module with a valid Application and calibration, usig DPS Tool

2. PTM Battery Voltage 
16V > Battery Voltage >9V

3. Calibration Parameter  Rte_SUM_ERRH_SUM_ERRH_C_DTC_DTC_0xC42200_Prm = TRUE

4. MEC = 0 

Use ultratool or debugger to monitor the following variables, Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf

Rte_CanWrapper_RPort_RCIP_ExtRrClsrRelReqAuth_FsFA_FsFA_Buf
","1. Start RBS simulation.

2. Send NM frame activating a PN in which PTM participates

3. Set the Ignition Switch to RUN

4.Make invalid the signal 
SrlDat2_Prtctd_PDU 
changuing the value of the continuous operation (ARC, Checksum) 
 
5. Wait 5 sec 

6. Send Request “Report DTC by Status Mask” (0x19 0x02 0x09) command 

7. Read Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf

8. Read 
Rte_CanWrapper_RPort_RCIP_ExtRrClsrRelReqAuth_FsFA_FsFA_Buf", ,"6. DTC_U042200 is set 

7. Variable is set to default value Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf is euqual to 1 

8. Rte_CanWrapper_RPort_RCIP_ExtRrClsrRelReqAuth_FsFA_FsFA_Buf is equal to 1 ","RO1169133
","6. DTC_U042200 is set 

7. Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf is euqual to 1 

8. Rte_CanWrapper_RPort_RCIP_ExtRrClsrRelReqAuth_FsFA_FsFA_Buf is equal to 1 
",160.1,passed,project_accepted,,,,
TS_CAN_359,test_case,"1. Flash Module with a valid Application and calibration

2. PTM Battery Voltage should be 
16V > Battery Voltage >9V



Use ultratool or debugger to monitor the following variables:

Rte_CanWrapper_RPort_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf

Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf

","1. Start RBS simulation.

2. Set the Ignition Switch to RUN

3. Send NM frame activating a PN in which message SrlDat2_Prtctd_PDU participates

4. In CANoe Node Panel Set the value of signal SrlDat2_Prtctd_PDU: RCIP_ExtRrClsrRelReqAuth = (0x03) Faulted 

5. Wait for 5 secs 

6. Stop Sending CAN signal SrlDat2_Prtctd_PDU ($27A) 

7. Wait for sometime (e.g 60 sec) till the fault active, send Request “Report DTC by Status Mask” (0x19 0x02 0x09) command 

8. Read Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf

9. Read Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf
10. Read Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf

",N/A,"4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf 
= (0x03) Faulted

and
 Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf = (0x03) Faulted
and 
 Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 0


7. Check fault status 
DTC_U014000 is set 

8. Rte_CanWrapper_RPort_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf 
= (0x03) Faulted

9. Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf = (0x01) Inactive
10. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 1","Evidence located in Jira UGL-7917

Evidence located in Jira UGL-8545 (164R3.4)","4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf 
= (0x03) Faulted

/
 Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf = (0x03) Faulted
/ 
Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 0

7. DTC_U014000 is set 

8. Rte_CanWrapper_RPort_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf 
= (0x03) Faulted

9. Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf = (0x01) Inactive
10. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 1
","160.1
168
164R3.4",passed,project_accepted,"[2023-03-02 13:39:52] - uie85832 (Vera Almanza, OSCAR IVAN): 
Allan M., Daniel S., Alejandro V.:
OK
ALL_ACTIONS_DONE
",,,
TS_CAN_390,test_case,"1. Flash Module with a valid Application and calibration

2. PTM Battery Voltage should be 
16V > Battery Voltage >9V

Use ultratool or debugger to monitor the following variables:

Rte_CanWrapper_RPort_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf

Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf
","1. Start RBS simulation.

2. Set the Ignition Switch to RUN

3. Send NM frame activating a PN in which message SrlDat2_Prtctd_PDU participates

4. In CANoe Node Panel Set the value of signal SrlDat2_Prtctd_PDU: RCIP_ExtRrClsrRelReqAuth = (0x03) Faulted 

5. Wait for 5 secs 

6. Stop sending message SysPwrMode_Prtctd_PDU (0x36E) 

7. Wait for sometime (e.g 60 sec) till the fault active, send Request “Report DTC by Status Mask” (0x19 0x02 0x09) command 

8. Read Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf

9. Read Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf
10. Read Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf
",N/A,"4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf 
= (0x03) Faulted

and
 Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf = (0x03) Faulted
and 
 Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 0


7. Check fault status 
DTC_U014000 is set 

8. Rte_CanWrapper_RPort_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf 
= (0x03) Faulted

9. Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf = (0x01) Inactive
10. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 1
","Evidence located in Jira UGL-7917

Evidence located in Jira UGL-8545 (164R3.4)","4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf 
= (0x03) Faulted

/
 Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf = (0x03) Faulted
/ 
Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 0

7. DTC_U014000 is set 

8. Rte_CanWrapper_RPort_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf 
= (0x03) Faulted

9. Rte_UserSwitchLogic_R_ExtRrClsrRelReqAuth_SUM_SSC_RCIP_ExtRrClsrRelReqAuth_Buf = (0x01) Inactive
10. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 1
","168
164R3.4",passed,project_accepted,"[2023-03-02 13:39:28] - uie85832 (Vera Almanza, OSCAR IVAN): 
Allan M., Daniel S., Alejandro V.:
OK
ALL_ACTIONS_DONE
",FALSE,,
TS_CAN_339,heading, , ,  ," 
",N/A,,N/A,N/A,N/A,,,,
TS_CAN_340,test_case,"Use ultratool or debugger to monitor the following variable,

Rte_AppLibIF_R_OutsideAirTemp_OATP_OtsAirTmpCrValAuth_Buf

hal_Data.ntc.sensor[0].temperature","1. Start RBS simulation.

2. In signal MSG_4011 set to true the value of OATP_OtsAirTmpCrValAuth_Inv 

3. Read Rte_AppLibIF_R_OutsideAirTemp_OATP_OtsAirTmpCrValAuth_Buf and compare with hal_Data.ntc.sensor[0].temperaturehal_Data.ntc.sensor[0].temperature


", , 3.  (Rte_AppLibIF_R_OutsideAirTemp_OATP_OtsAirTmpCrValAuth_Buf * 2+40) is equal to (hal_Data.ntc.sensor[0].temperature) with a tolerance of +/-5 ,RO1169133, 3.  (Rte_AppLibIF_R_OutsideAirTemp_OATP_OtsAirTmpCrValAuth_Buf * 2+40) is equal to (hal_Data.ntc.sensor[0].temperature) with a tolerance of +/-5 ,160.1,passed,project_accepted,,,,
TS_CAN_341,heading, , ,  ," 
",N/A,,N/A,N/A,N/A,,,,
TS_CAN_361,test_case,"Flash Module with a valid Application and calibration, using DPS Tool. 

Debugger is connected.

Add watch for  Rte_UserSwitchLogic_R_RX_PwrRrClsrModeSeltn_PwrRrClsrModeSeltn_Buf



","1. Before run the debug session, disable CAN communications

2. Run the debug session

3. Wait 2 sec and pause the debug session

4. Read the value of   Rte_UserSwitchLogic_R_RX_PwrRrClsrModeSeltn_PwrRrClsrModeSeltn_Buf


", ,"2. Variable is set to default value Rte_UserSwitchLogic_R_RX_PwrRrClsrModeSeltn_PwrRrClsrModeSeltn_Buf
 is equal to 2",RO1169133,"2. Rte_UserSwitchLogic_R_RX_PwrRrClsrModeSeltn_PwrRrClsrModeSeltn_Buf
 is equal to 2
",160.1,passed,project_accepted,,,,
TS_CAN_366,test_case,"1. Flash Module with a valid Application and calibration, usig DPS Tool

2. PTM Battery Voltage should be 
16V > Battery Voltage >9V



Use ultratool or debugger to monitor the following variable, Rte_UserSwitchLogic_R_RX_PwrRrClsrModeSeltn_PwrRrClsrModeSeltn_Buf

Rte_CanWrapper_RPort_SrlDat2_Prtctd_LcFA_LcFA_Buf
","1. Start RBS simulation.

2. Send NM frame activating a PN in which PTM participates

3. Set the Ignition Switch to RUN

4.Set the vlalue other than default value:
Rte_UserSwitchLogic_R_RX_PwrRrClsrModeSeltn_PwrRrClsrModeSeltn_Buf

5. Wait for 5 secs 

6. Stop Sending CAN signal SrlDat2_Prtctd_PDU ($27A) 

7. Wait for sometime (e.g 60 sec) till the fault active, send Request “Report DTC by Status Mask” (0x19 0x02 0x09) command 


8. Read Rte_UserSwitchLogic_R_RX_PwrRrClsrModeSeltn_PwrRrClsrModeSeltn_Buf

9. Read Rte_CanWrapper_RPort_SrlDat2_Prtctd_LcFA_LcFA_Buf

", ,"7. Check fault status 
DTC_U014000 is set 

8. Rte_UserSwitchLogic_R_RX_PwrRrClsrModeSeltn_PwrRrClsrModeSeltn_Buf is equal to last known position 

9. Rte_CanWrapper_RPort_SrlDat2_Prtctd_LcFA_LcFA_Buf is equal to 1 ",RO1169133,"7. Check fault status 
DTC_U014000 is set 

8. Rte_UserSwitchLogic_R_RX_PwrRrClsrModeSeltn_PwrRrClsrModeSeltn_Buf is equal to last known position 

9. Rte_CanWrapper_RPort_SrlDat2_Prtctd_LcFA_LcFA_Buf is equal to 1 
",160.1,passed,project_accepted,,,,
TS_CAN_344,heading, , , , ,#TBD#,,N/A,N/A,N/A,,,,
